Trial,Location,Year,Date,Plot No,Date_of_Germination,Date_of_Anthesis ,Date_of_Silking ,Plant_Height ,Cob_Height ,No_of_Plants,No_of_Cobs,Field_weight,Grain_weight,Grain_wt_100,Moisture_NARC,Canopy_Temp
Peshawar 2017 Date 2,Peshawar,2017,Date2,378,42850,42905,42907,7,3.3,7,6,193,106,24.2,17.9,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,379,42849,42905,42906,6,3.4,10,2,98,70,15.8,17.3,34.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,380,42850,42907,42908,6.5,3.4,8,6,155,80,20.4,17.8,37
Peshawar 2017 Date 2,Peshawar,2017,Date2,381,42850,42904,42906,5.7,3.7,5,2,101,79,17.8,18.5,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,382,42848,42905,42907,4.5,3,7,2,82,50,24.6,17.3,38.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,383,42850,42905,42907,4.3,2.7,7,1,26,15,20.8,18,37.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,384,42848,42900,42902,5.3,3.5,5,3,24,7,28,17.8,37.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2017 Date 2,Peshawar,2017,Date2,386,42850,42905,42907,5.3,3.5,7,4,81,44,32,18.7,36.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH1,42850,42905,42906,6.3,3.2,7,4,52,113,21,18,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH2,42849,42908,42910,6.8,3.5,7,6,228,157,25,16.8,35.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH3,42849,42898,42900,5.2,2.7,9,2,57,1,20,20.1,35
NARC 2018 Date 1,NARC,2018,Date1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NARC 2018 Date 1,NARC,2018,Date1,2,43183,43247,43249,4.9,2.2,12,10,425,136,24,20,29.7
NARC 2018 Date 1,NARC,2018,Date1,3,43182,43251,43253,4.4,1.8,10,11,196,89,19,21,30.3
NARC 2018 Date 1,NARC,2018,Date1,4,43183,43223,43106,5.1,2.4,13,12,312,185,24,18,29.3
NARC 2018 Date 1,NARC,2018,Date1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NARC 2018 Date 1,NARC,2018,Date1,6,43183,43223,43254,5.8,2.8,11,20,896,512,24,20,30.3
NARC 2018 Date 1,NARC,2018,Date1,7,43183,43246,43250,5.1,3.4,12,9,1126,1003,26,19,30.7
NARC 2018 Date 1,NARC,2018,Date1,8,43182,43254,43256,4.9,2.1,12,9,608,426,21,21,30.3
NARC 2018 Date 1,NARC,2018,Date1,9,43183,43253,43255,5.1,2.8,10,13,463,351,20,19,31
NARC 2018 Date 1,NARC,2018,Date1,10,43182,43251,43254,4.2,2.1,8,8,260,220,19,20,30.7
NARC 2018 Date 1,NARC,2018,Date1,11,43182,43254,43257,4.9,2.6,9,10,165,115,20,19,31
NARC 2018 Date 1,NARC,2018,Date1,12,43183,43252,43255,5.1,2.4,11,13,369,256,19,19.5,29
NARC 2018 Date 1,NARC,2018,Date1,13,43183,43253,43256,5.2,2.5,10,11,300,154,22,19,29.7
NARC 2018 Date 1,NARC,2018,Date1,14,43183,43244,43245,5.5,2.9,10,13,765,610,25,21,29.7
NARC 2018 Date 1,NARC,2018,Date1,15,43182,43245,43246,4.1,2.8,12,12,412,243,23,19,30.3
NARC 2018 Date 1,NARC,2018,Date1,16,43183,43244,43246,5.4,2.8,15,13,1032,826,19,18,30.7
NARC 2018 Date 1,NARC,2018,Date1,15,43182,43255,43257,4.4,3.6,8,6,459,326,23,18,31
NARC 2018 Date 1,NARC,2018,Date1,18,43182,43251,43254,6.2,3.9,14,15,1321,896,22,18,30.7
NARC 2018 Date 1,NARC,2018,Date1,19,43183,43249,43254,5.3,3.1,13,15,975,766,24,21,29.3
NARC 2018 Date 1,NARC,2018,Date1,20,43183,43250,43253,6.7,3.8,11,9,198,123,25,18,28.7
NARC 2018 Date 1,NARC,2018,Date1,CH1,43182,43243,43246,5.8,2.9,10,13,1289,899,23,18.3,28.7
NARC 2018 Date 1,NARC,2018,Date1,CH2,43183,43254,43257,6.7,3.3,14,12,1012,923,23,18.6,28.7
NARC 2018 Date 1,NARC,2018,Date1,CH3,43182,43239,43242,5.2,2.4,13,12,236,158,27,18,29.3
NARC 2018 Date 1,NARC,2018,Date1,21,43183,43253,43255,6.8,4.5,12,13,1322,1226,27,19.6,28.7
NARC 2018 Date 1,NARC,2018,Date1,22,43182,43244,43278,6.8,3.9,11,12,236,159,32,20,30.3
NARC 2018 Date 1,NARC,2018,Date1,23,43182,43242,43245,6.7,3.9,15,13,698,560,22,19.2,28.7
NARC 2018 Date 1,NARC,2018,Date1,24,43183,43255,43258,4.5,3.6,12,13,319,86,15,19.4,31.3
NARC 2018 Date 1,NARC,2018,Date1,25,43183,43248,43252,5.9,3.9,12,15,916,689,21,18.2,29
NARC 2018 Date 1,NARC,2018,Date1,26,43183,43253,43256,6.7,3.6,8,7,298,156,21,19.3,30.3
NARC 2018 Date 1,NARC,2018,Date1,27,43183,43250,43253,7.8,4.4,8,6,1230,930,23,18.2,28.3
NARC 2018 Date 1,NARC,2018,Date1,28,43182,43243,43247,5.3,2.9,6,8,680,480,25,19.2,28.7
NARC 2018 Date 1,NARC,2018,Date1,29,43182,43241,43244,6.9,2.8,11,13,567,315,21,19,28.7
NARC 2018 Date 1,NARC,2018,Date1,30,43183,43250,43254,6.8,3.5,9,12,159,96,20,21,30
NARC 2018 Date 1,NARC,2018,Date1,31,43182,43242,43247,5.9,3.8,11,12,1892,1485,24,19.3,29.7
NARC 2018 Date 1,NARC,2018,Date1,32,43182,43242,43247,6.1,3,11,11,1020,876,23,19.4,30
NARC 2018 Date 1,NARC,2018,Date1,33,43182,43236,43240,5.1,2.7,13,10,900,530,26,18.2,28.7
NARC 2018 Date 1,NARC,2018,Date1,34,43182,43243,43248,5.8,2.6,15,15,826,612,20,18.9,31.3
NARC 2018 Date 1,NARC,2018,Date1,35,43182,43241,43244,7.2,2.6,13,16,663,310,15,18.3,31.3
NARC 2018 Date 1,NARC,2018,Date1,36,43182,43253,43255,7.5,2.7,10,12,319,222,20,20,28.7
NARC 2018 Date 1,NARC,2018,Date1,37,43182,43241,43244,4.7,3.4,8,11,789,415,23,19,30.3
NARC 2018 Date 1,NARC,2018,Date1,38,43183,43257,43259,4.6,2.7,9,12,239,149,24,19,29.7
NARC 2018 Date 1,NARC,2018,Date1,39,43182,43255,43257,5.1,2,8,10,316,215,15,19,31
NARC 2018 Date 1,NARC,2018,Date1,40,43182,43251,43253,5.6,2.2,10,16,256,113,22,18.3,30
NARC 2018 Date 1,NARC,2018,Date1,CH1,43183,43246,43248,5.8,3.1,13,16,1136,986,24,19,31.7
NARC 2018 Date 1,NARC,2018,Date1,CH2,43183,43248,43250,6.8,3.7,12,16,1350,1123,23,19,30.3
NARC 2018 Date 1,NARC,2018,Date1,CH3,43183,43239,43272,5,2.3,13,16,689,1215,20,18,30
NARC 2018 Date 1,NARC,2018,Date1,41,43182,43246,43250,5,2.1,12,14,612,423,24,18,30
NARC 2018 Date 1,NARC,2018,Date1,42,43182,43248,43252,5.7,2.4,9,12,190,109,18,18.2,29
NARC 2018 Date 1,NARC,2018,Date1,43,43182,43244,43247,5.4,2.6,10,12,289,203,19,18.6,29
NARC 2018 Date 1,NARC,2018,Date1,44,43183,43244,43245,6.1,2.7,9,11,235,155,15,19,29
NARC 2018 Date 1,NARC,2018,Date1,45,43182,43242,43244,5.4,2.4,7,10,523,219,21,18.6,29.3
NARC 2018 Date 1,NARC,2018,Date1,46,43183,43243,43246,4.7,2.1,13,12,713,452,23,20,29.3
NARC 2018 Date 1,NARC,2018,Date1,47,43182,43239,43244,5.4,3,9,12,633,400,21,22,29
NARC 2018 Date 1,NARC,2018,Date1,48,43183,43241,43245,5.6,2.1,10,6,339,153,21,20,29.3
NARC 2018 Date 1,NARC,2018,Date1,49,43182,43253,43256,5.6,2.7,12,6,674,476,24,20,31.3
NARC 2018 Date 1,NARC,2018,Date1,50,43182,43247,43250,6.4,2.6,13,10,639,400,23,19,31
NARC 2018 Date 1,NARC,2018,Date1,51,43183,43250,43252,7.2,3.1,10,12,690,566,20,21,31.3
NARC 2018 Date 1,NARC,2018,Date1,52,43182,43244,43245,7.2,3,9,7,249,182,21,19,29.3
NARC 2018 Date 1,NARC,2018,Date1,53,43183,43239,43241,7.2,3.2,10,8,223,154,19,21,30.7
NARC 2018 Date 1,NARC,2018,Date1,54,43182,43248,43251,7.2,3.4,9,11,502,396,26,22,30
NARC 2018 Date 1,NARC,2018,Date1,55,43182,43235,43239,6.2,2.8,8,9,423,269,24,19,28.7
NARC 2018 Date 1,NARC,2018,Date1,56,43183,43250,43254,5.4,2.5,10,9,490,401,25,19,30.7
NARC 2018 Date 1,NARC,2018,Date1,57,43182,43248,43252,4.6,2,5,8,156,83,22,19.2,28.7
NARC 2018 Date 1,NARC,2018,Date1,58,43183,43250,43254,4.5,2.5,10,9,225,189,20,19.3,30
NARC 2018 Date 1,NARC,2018,Date1,59,43182,43230,43232,4,2.7,14,14,600,258,19,18.2,28
NARC 2018 Date 1,NARC,2018,Date1,60,43179,43232,43234,5.9,2.7,15,20,590,357,21,18.4,29.7
NARC 2018 Date 1,NARC,2018,Date1,CH1,43182,43244,43247,6,3,14,16,1003,893,23,18.9,29.7
NARC 2018 Date 1,NARC,2018,Date1,CH2,43182,43249,43253,6.9,3.2,12,15,1890,1560,26,19.3,30
NARC 2018 Date 1,NARC,2018,Date1,CH3,43182,43242,43246,5,2.2,13,15,989,789,20,18.6,30
NARC 2018 Date 1,NARC,2018,Date1,61,43182,43250,43253,4.4,2,10,10,159,88,14,18.9,30
NARC 2018 Date 1,NARC,2018,Date1,62,43182,43251,43254,5.8,3.7,15,10,469,298,24,18.3,29.7
NARC 2018 Date 1,NARC,2018,Date1,63,43182,43250,43253,6.6,3.4,15,15,789,536,21,19.3,30.3
NARC 2018 Date 1,NARC,2018,Date1,64,43182,43232,43235,5.8,2.4,13,12,629,512,19,19,30
NARC 2018 Date 1,NARC,2018,Date1,65,43183,43230,43233,5.9,3.2,13,13,459,296,22,21,32.3
NARC 2018 Date 1,NARC,2018,Date1,66,43183,43232,43235,5.5,3.6,15,19,1236,812,19,20.3,29.3
NARC 2018 Date 1,NARC,2018,Date1,67,43182,43253,43255,6.8,3.8,13,15,1320,1120,19,18,28.7
NARC 2018 Date 1,NARC,2018,Date1,68,43179,43251,43254,6.6,3.5,10,13,460,310,15,18.6,31.3
NARC 2018 Date 1,NARC,2018,Date1,69,43179,43252,43254,6.3,3,12,15,695,432,21,19.3,28.7
NARC 2018 Date 1,NARC,2018,Date1,70,43183,43253,39240,5.8,2.6,9,12,666,459,21,21,28.3
NARC 2018 Date 1,NARC,2018,Date1,71,43182,43254,43257,4.6,2.7,10,10,690,566,25,21,29
NARC 2018 Date 1,NARC,2018,Date1,72,43182,43253,43256,5.8,2.5,13,15,423,279,22,19.6,28.3
NARC 2018 Date 1,NARC,2018,Date1,73,43183,43253,43257,5.3,2.8,10,8,369,215,19,19,29.7
NARC 2018 Date 1,NARC,2018,Date1,74,43183,43255,43259,4.3,1.8,10,13,589,416,21,18,30.7
NARC 2018 Date 1,NARC,2018,Date1,75,43182,43232,43235,5.2,1.9,10,11,611,423,20,19,30
NARC 2018 Date 1,NARC,2018,Date1,76,43182,43235,43235,4.4,2.1,9,9,423,476,21,19,31
NARC 2018 Date 1,NARC,2018,Date1,77,43183,43256,43259,5,3.4,7,10,520,402,23,20.3,28.7
NARC 2018 Date 1,NARC,2018,Date1,78,43182,43253,43257,3.8,1.7,10,9,540,329,21,19.8,31.7
NARC 2018 Date 1,NARC,2018,Date1,79,43183,43244,43248,4.3,1.5,12,8,689,502,24,18.3,30.3
NARC 2018 Date 1,NARC,2018,Date1,80,43182,43253,43256,4.7,2.9,11,11,790,568,23,19.7,29.7
NARC 2018 Date 1,NARC,2018,Date1,CH1,43183,43242,43245,6.2,2.5,11,14,920,813,23,20.1,30.3
NARC 2018 Date 1,NARC,2018,Date1,CH2,43182,43241,43242,6.7,3.4,11,16,2260,1986,25,19.8,30.7
NARC 2018 Date 1,NARC,2018,Date1,CH3,43182,43241,43244,5,2.1,8,11,680,539,20,19.6,28.7
NARC 2018 Date 1,NARC,2018,Date1,81,43183,43241,43244,4.2,2.1,13,9,903,719,20,18.9,29.3
NARC 2018 Date 1,NARC,2018,Date1,82,43182,43262,43264,6.5,4,11,13,1269,1023,23,19.3,28.7
NARC 2018 Date 1,NARC,2018,Date1,83,43182,43250,43252,4.7,2.9,14,13,596,389,21,19,28.4
NARC 2018 Date 1,NARC,2018,Date1,84,43179,43253,43256,5.4,2.7,8,11,427,319,22,18.3,30
NARC 2018 Date 1,NARC,2018,Date1,85,43179,43250,43252,3.4,2.4,12,14,821,519,19,19.7,28.3
NARC 2018 Date 1,NARC,2018,Date1,86,43182,43253,43257,4.5,2.7,10,13,198,113,20,18.9,28
NARC 2018 Date 1,NARC,2018,Date1,87,43179,43254,43257,5.6,2,9,11,219,122,21,20,28
NARC 2018 Date 1,NARC,2018,Date1,88,43179,43260,43262,5.1,2,10,9,635,350,19,19.7,28
NARC 2018 Date 1,NARC,2018,Date1,89,43179,43242,43245,5,3.7,12,18,1326,1110,18,18,28
NARC 2018 Date 1,NARC,2018,Date1,90,43182,43253,43257,5.8,2.1,11,12,320,189,20,20.1,28
NARC 2018 Date 1,NARC,2018,Date1,91,43182,43256,43259,5.2,2,15,13,429,260,16,18.3,28.3
NARC 2018 Date 1,NARC,2018,Date1,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NARC 2018 Date 1,NARC,2018,Date1,93,43179,43258,43261,4.3,2.1,11,13,530,389,19,19,30.3
NARC 2018 Date 1,NARC,2018,Date1,94,43179,43253,43256,3.5,2.4,10,11,650,536,20,19.3,30.3
NARC 2018 Date 1,NARC,2018,Date1,95,43182,43258,43260,4.1,1.6,14,11,530,379,25,21.3,29.3
NARC 2018 Date 1,NARC,2018,Date1,96,43182,43258,43260,5.3,2.1,11,11,611,479,23,19.8,28.7
NARC 2018 Date 1,NARC,2018,Date1,97,43182,43232,43236,3.9,1.9,8,8,431,319,21,20.3,29.7
NARC 2018 Date 1,NARC,2018,Date1,98,43179,43232,43236,5.2,3.1,12,11,362,285,23,20.1,28.7
NARC 2018 Date 1,NARC,2018,Date1,99,43182,43244,43246,5.1,2,10,12,521,319,18,19.4,30.3
NARC 2018 Date 1,NARC,2018,Date1,100,43182,43233,43235,5.4,2.3,12,12,192,97,20,20.8,28.7
NARC 2018 Date 1,NARC,2018,Date1,CH1,43181,43235,43239,5.9,2.5,15,19,1596,1312,22,19,29.7
NARC 2018 Date 1,NARC,2018,Date1,CH2,43179,43241,43244,7,3.3,7,8,989,689,26,19,28.7
NARC 2018 Date 1,NARC,2018,Date1,CH3,43182,43244,43247,5,2,12,16,959,598,21,18.3,28.3
NARC 2018 Date 1,NARC,2018,Date1,101,43182,43233,43235,5.6,2.9,15,21,423,273,23,16,29
NARC 2018 Date 1,NARC,2018,Date1,102,43183,43233,43235,4.6,2.4,15,6,346,235,21,18.6,30.3
NARC 2018 Date 1,NARC,2018,Date1,103,43182,43260,43262,5.5,2.7,13,15,811,627,24,21,28
NARC 2018 Date 1,NARC,2018,Date1,104,43179,43244,43246,5.3,2.7,13,18,1596,1368,26,18.3,28.7
NARC 2018 Date 1,NARC,2018,Date1,105,43182,43253,43255,6.1,2.3,10,5,323,156,21,22,28.7
NARC 2018 Date 1,NARC,2018,Date1,106,43182,43244,43249,5.2,1.9,9,7,123,69,20,19.7,29.3
NARC 2018 Date 1,NARC,2018,Date1,107,43179,43222,43234,5.1,2,10,9,501,155,20,18.6,28
NARC 2018 Date 1,NARC,2018,Date1,108,43182,43231,43234,5.6,3.3,11,13,832,649,19,19.7,30.3
NARC 2018 Date 1,NARC,2018,Date1,109,43182,43243,43246,6.2,3,13,15,993,875,15,19.3,30
NARC 2018 Date 1,NARC,2018,Date1,110,43182,43232,43234,5.7,1.9,12,9,311,203,20,20,29.7
NARC 2018 Date 1,NARC,2018,Date1,111,43179,43232,43234,5.1,2.7,10,8,413,313,25,21,29
NARC 2018 Date 1,NARC,2018,Date1,112,43182,43229,43232,4.5,2.1,10,8,231,159,25,19.3,29.3
NARC 2018 Date 1,NARC,2018,Date1,113,43182,43239,43241,6,3.1,14,13,1136,968,28,20,29.7
NARC 2018 Date 1,NARC,2018,Date1,114,43179,43243,43246,4.9,2.3,13,13,1632,1423,32,21.1,29.7
NARC 2018 Date 1,NARC,2018,Date1,115,43182,43241,43244,5.8,2.7,12,13,1375,1127,26,20.3,30.3
NARC 2018 Date 1,NARC,2018,Date1,116,43183,43242,43244,4.6,2,16,18,621,496,24,20.1,30.3
NARC 2018 Date 1,NARC,2018,Date1,115,43182,43239,43242,6.2,2.7,15,15,1876,1596,32,18.9,30.7
NARC 2018 Date 1,NARC,2018,Date1,118,43183,43241,43244,7.3,3.4,15,16,1324,1031,22,19.7,29.7
NARC 2018 Date 1,NARC,2018,Date1,119,43182,43244,43246,5.5,2.9,13,15,1198,1021,25,21.3,30.7
NARC 2018 Date 1,NARC,2018,Date1,120,43179,43233,43236,5.9,3,12,15,919,789,29,22.1,28.7
NARC 2018 Date 1,NARC,2018,Date1,CH1,43183,43235,43239,6.1,2.7,13,16,982,856,24,21.9,29.7
NARC 2018 Date 1,NARC,2018,Date1,CH2,43182,43249,43252,6.9,3.4,15,23,1621,1376,26,20.5,30.3
NARC 2018 Date 1,NARC,2018,Date1,CH3,43182,43244,43246,5.2,2.3,8,11,643,83,19,19.8,29.7
NARC 2018 Date 1,NARC,2018,Date1,121,43179,43246,43248,4.6,2.5,13,15,756,612,19,20.9,28.7
NARC 2018 Date 1,NARC,2018,Date1,122,43183,43247,43249,5.2,2.5,15,15,311,149,20,20.7,28.7
NARC 2018 Date 1,NARC,2018,Date1,123,43179,43235,43235,5,3.3,14,16,812,615,22,22,30
NARC 2018 Date 1,NARC,2018,Date1,124,43182,43233,43235,4.7,2.4,15,19,722,612,24,21.3,28.3
NARC 2018 Date 1,NARC,2018,Date1,125,43182,43232,43234,3.5,1.6,13,18,874,779,22,19.8,30.7
NARC 2018 Date 1,NARC,2018,Date1,126,43183,43235,43240,5.8,2.2,15,10,312,263,15,20.1,30
NARC 2018 Date 1,NARC,2018,Date1,127,43182,43238,43242,4.6,3,13,9,578,315,22,22.3,28.7
NARC 2018 Date 1,NARC,2018,Date1,128,43183,43241,43243,5,2.1,9,9,342,163,18,20.3,30
NARC 2018 Date 1,NARC,2018,Date1,129,43183,43244,43247,5.4,2.7,15,11,410,231,15,19.3,29.3
NARC 2018 Date 1,NARC,2018,Date1,130,43179,43239,43241,5.3,2.3,10,8,530,394,18,19.8,28.3
NARC 2018 Date 1,NARC,2018,Date1,131,43182,43239,43241,5.6,3.3,15,20,810,550,14,21.3,29
NARC 2018 Date 1,NARC,2018,Date1,132,43179,43244,43246,6.8,2.6,13,15,423,230,14,20.3,28.7
NARC 2018 Date 1,NARC,2018,Date1,133,43182,43233,43236,7.4,3.3,11,15,1311,946,20,19.6,30
NARC 2018 Date 1,NARC,2018,Date1,134,43183,43245,43247,5.8,2.8,15,18,887,632,18,19.7,30
NARC 2018 Date 1,NARC,2018,Date1,135,43182,43243,43245,5.9,2.7,12,15,1645,1320,24,19,28.3
NARC 2018 Date 1,NARC,2018,Date1,136,43183,43242,43244,6.8,2.5,12,8,410,196,22,18.6,31
NARC 2018 Date 1,NARC,2018,Date1,137,43179,43239,43241,7,2.8,9,5,421,362,19,19.6,29.7
NARC 2018 Date 1,NARC,2018,Date1,138,43183,43243,43246,5.5,3.4,13,11,1520,1439,26,19.8,29.7
NARC 2018 Date 1,NARC,2018,Date1,139,43183,43245,43247,6.4,3.1,11,13,615,431,20,19.7,28.7
NARC 2018 Date 1,NARC,2018,Date1,140,43182,43242,43244,7,3.8,13,8,612,319,21,19.7,30
NARC 2018 Date 1,NARC,2018,Date1,CH1,43182,43243,43246,5.9,2.7,10,12,579,157,27,18.6,29
NARC 2018 Date 1,NARC,2018,Date1,CH2,43183,43240,43244,7,3.4,12,6,319,265,31,19.5,29.7
NARC 2018 Date 1,NARC,2018,Date1,CH3,43182,43245,43247,5,2.2,11,8,404,247,22,19.7,29
NARC 2018 Date 1,NARC,2018,Date1,141,43183,43244,43246,5.8,3.2,13,9,812,597,25,19.8,30.3
NARC 2018 Date 1,NARC,2018,Date1,142,43179,43244,43246,6,3.8,15,22,1920,1632,22,19,28.7
NARC 2018 Date 1,NARC,2018,Date1,143,43183,43247,43249,6.2,3.4,14,23,1342,1155,25,19.6,30.3
NARC 2018 Date 1,NARC,2018,Date1,144,43182,43242,43244,7.1,3.5,11,16,782,635,26,18.3,30
NARC 2018 Date 1,NARC,2018,Date1,145,43179,43243,43245,6.1,3.8,15,22,1843,1237,25,19.2,30.7
NARC 2018 Date 1,NARC,2018,Date1,146,43183,43242,43244,6.9,3.9,13,14,873,679,25,19,28.7
NARC 2018 Date 1,NARC,2018,Date1,147,43179,43243,43245,6.6,3.6,11,11,622,497,26,19,29
NARC 2018 Date 1,NARC,2018,Date1,148,43183,43241,43243,6.9,3.8,8,14,983,600,31,20.3,29.7
NARC 2018 Date 1,NARC,2018,Date1,149,43182,43244,43246,6.6,3.9,13,12,1021,931,21,22,29
NARC 2018 Date 1,NARC,2018,Date1,150,43183,43239,43241,6.7,3.9,14,16,1389,1135,20,19.3,28.7
NARC 2018 Date 1,NARC,2018,Date1,151,43182,43249,43252,4.9,3.1,9,8,954,253,26,18.3,30.7
NARC 2018 Date 1,NARC,2018,Date1,152,43179,43250,43252,5.9,3.4,13,15,1366,1187,24,19,28.7
NARC 2018 Date 1,NARC,2018,Date1,153,43182,43249,43251,6.7,5,8,12,701,611,20,20.1,29
NARC 2018 Date 1,NARC,2018,Date1,154,43182,43244,43247,6.1,4.3,15,18,1675,1432,24,19.4,29.7
NARC 2018 Date 1,NARC,2018,Date1,155,43182,43241,43244,5.8,3.9,13,15,1479,1259,16,19.3,30.7
NARC 2018 Date 1,NARC,2018,Date1,156,43183,43243,43246,7.3,3.4,13,15,1596,1378,18,18.7,30.7
NARC 2018 Date 1,NARC,2018,Date1,157,43179,43246,43249,6,3.5,10,19,796,611,24,19.3,31.3
NARC 2018 Date 1,NARC,2018,Date1,158,43179,43247,43250,5.5,3.3,12,19,945,810,20,20.1,31
NARC 2018 Date 1,NARC,2018,Date1,159,43183,43239,43243,5.5,2.4,12,22,1022,751,18,19.8,30.7
NARC 2018 Date 1,NARC,2018,Date1,160,43179,43238,43242,3.9,2.7,12,18,866,615,18,18.9,30
NARC 2018 Date 1,NARC,2018,Date1,CH1,43182,43239,43242,5.9,2.9,10,11,913,789,24,19.7,30.7
NARC 2018 Date 1,NARC,2018,Date1,CH2,43182,43244,43247,6.9,3.6,10,10,700,586,27,20.5,31.3
NARC 2018 Date 1,NARC,2018,Date1,CH3,43179,43239,43241,4.8,2.1,10,16,1321,860,22,19.8,31.7
NARC 2018 Date 1,NARC,2018,Date1,161,43183,43239,43241,5.1,4,12,18,1410,913,26,19.5,30.3
NARC 2018 Date 1,NARC,2018,Date1,162,43179,43240,43242,5,2.7,10,7,830,653,20,18.6,30.7
NARC 2018 Date 1,NARC,2018,Date1,163,43179,43244,43246,5.2,3.2,9,13,875,630,22,19.8,30.3
NARC 2018 Date 1,NARC,2018,Date1,164,43183,43235,43241,4.6,2.2,13,6,276,190,18,18.9,30.7
NARC 2018 Date 1,NARC,2018,Date1,165,43179,43235,43241,5.2,3.3,12,15,613,412,23,19.3,30.3
NARC 2018 Date 1,NARC,2018,Date1,166,43183,46523,43238,4.1,2.7,13,11,811,634,28,18.2,30
NARC 2018 Date 1,NARC,2018,Date1,167,43183,43235,43238,5.1,3,11,19,894,769,27,19.3,30
NARC 2018 Date 1,NARC,2018,Date1,168,43181,43235,43238,4.9,3.1,11,14,351,243,22,19.2,30.3
NARC 2018 Date 1,NARC,2018,Date1,169,43179,43235,43238,3.9,2.5,12,15,1211,712,24,19.3,30.7
NARC 2018 Date 1,NARC,2018,Date1,150,43179,43234,43236,4.8,3.1,13,14,1397,1196,22,17,30.7
NARC 2018 Date 1,NARC,2018,Date1,151,43183,43231,43234,3.7,2.4,11,14,1098,813,24,18.3,31
NARC 2018 Date 1,NARC,2018,Date1,152,43183,43232,43234,3.9,2.2,9,21,1621,1155,28,18.6,30.3
NARC 2018 Date 1,NARC,2018,Date1,153,43183,43233,43236,4,2.5,13,15,1273,1036,21,19.3,29
NARC 2018 Date 1,NARC,2018,Date1,154,43179,43235,43241,4.2,2.8,11,8,812,613,20,18.3,29.7
NARC 2018 Date 1,NARC,2018,Date1,155,43183,43241,43243,5.1,3.1,13,15,1501,1330,20,19.4,30.3
NARC 2018 Date 1,NARC,2018,Date1,156,43179,43244,43249,6.1,3,10,12,476,300,23,21,30.3
NARC 2018 Date 1,NARC,2018,Date1,157,43183,43235,43238,5.2,2.9,13,15,689,580,21,20.1,30.3
NARC 2018 Date 1,NARC,2018,Date1,158,43181,43232,43234,5.5,3,13,15,455,339,19,19.5,30.7
NARC 2018 Date 1,NARC,2018,Date1,159,43183,43235,43241,5.1,2.3,9,9,263,157,21,19.8,28.7
NARC 2018 Date 1,NARC,2018,Date1,180,43179,43246,43249,4.4,2.5,10,5,455,353,18,21,29
NARC 2018 Date 1,NARC,2018,Date1,CH1,43183,43241,43243,5.7,3.4,15,9,706,451,24,18.6,28.7
NARC 2018 Date 1,NARC,2018,Date1,CH2,43183,43244,43247,6.9,3.4,15,7,798,523,27,18.9,30.7
NARC 2018 Date 1,NARC,2018,Date1,CH3,43179,43231,43234,5.1,2.4,10,6,453,60,23,16.6,30.3
NARC 2018 Date 1,NARC,2018,Date1,181,43183,43244,43247,6,2.9,12,15,778,450,29,18.2,30.3
NARC 2018 Date 1,NARC,2018,Date1,182,43179,43232,43235,5.5,3.1,10,13,986,618,26,19.3,28.3
NARC 2018 Date 1,NARC,2018,Date1,183,43183,43232,43234,7.2,3.2,13,8,234,122,30,19.2,30.3
NARC 2018 Date 1,NARC,2018,Date1,184,43179,43232,43235,4.3,2,16,13,223,167,24,18.6,31
NARC 2018 Date 1,NARC,2018,Date1,185,43179,43235,43238,4.5,3,15,15,1563,1139,19,19.2,31
NARC 2018 Date 1,NARC,2018,Date1,186,43183,43235,43238,5.8,3.5,15,14,937,624,22,18.3,30.7
NARC 2018 Date 1,NARC,2018,Date1,187,43179,43230,43233,6,3.3,14,9,876,542,26,19.2,31.3
NARC 2018 Date 1,NARC,2018,Date1,188,43183,43231,43234,6,2.9,13,11,213,93,21,19.7,30.7
NARC 2018 Date 1,NARC,2018,Date1,189,43183,43232,43234,5.5,2.8,8,12,612,450,22,19.3,28.7
NARC 2018 Date 1,NARC,2018,Date1,190,43183,43235,43238,5.6,3.2,9,11,416,256,25,20.1,29.3
NARC 2018 Date 1,NARC,2018,Date1,191,43179,43231,43233,5.3,3,14,15,1211,1029,24,19.3,30.7
NARC 2018 Date 1,NARC,2018,Date1,192,43182,43231,43234,7.3,3,13,9,312,155,22,18.9,31
NARC 2018 Date 1,NARC,2018,Date1,193,43182,43232,43233,6,2.3,13,15,1321,1093,23,19.7,30.7
NARC 2018 Date 1,NARC,2018,Date1,194,43182,43235,43238,5.1,2.8,9,11,613,218,22,18.9,32.3
NARC 2018 Date 1,NARC,2018,Date1,195,43181,43235,43241,5,2.7,13,15,1012,989,19,19.3,30.7
